filename,width,height,class,xmin,ymin,xmax,ymax
AL-QAHTANI_N_19760101_63831376__jpg.rf.8b82a945429a12df6e9aeac6a40e3970.jpg,640,640,4,30,134,152,364
16-2-16-17-_jpg.rf.8baa4dd95264677aba53a260e53d09e1.jpg,640,640,3,210,382,292,394
ALDAWSARI_H_19750717_63596600__jpg.rf.8b646ee945df97839389e65020e4f3f2.jpg,640,640,4,241,205,397,519
96-2017_1_jpg.rf.8b91e8d07967c79e3829707d3e24c858.jpg,640,640,4,298,40,564,410
5_2_jpg.rf.8bb978899db8f61b84cc1ee1394f2efa.jpg,640,640,4,73,174,343,394
15-tooth-25-NC-26-is-RC-_1_jpg.rf.8bf4a5dad982b07fb54eef7430036805.jpg,640,640,4,158,371,506,487
15-tooth-25-NC-26-is-RC-_1_jpg.rf.8bf4a5dad982b07fb54eef7430036805.jpg,640,640,4,131,493,531,602
1369-X-20180508-183023-XB7TCRRDSWP6-4_JPG.rf.8ba07c184d1bf2ed6f6adbb56c2af1ec.jpg,640,640,2,309,224,425,491
26-2016-_4_jpg.rf.8c11ed9112e7524aaa32f9063b412d98.jpg,640,640,2,415,21,553,410
RAFI_S_19610708_330562664_3_jpg.rf.8bf1a6ad188343ee584d4d9ec6850370.jpg,640,640,4,398,353,416,405
RAFI_S_19610708_330562664_3_jpg.rf.8bf1a6ad188343ee584d4d9ec6850370.jpg,640,640,4,433,351,453,415
RAFI_S_19610708_330562664_3_jpg.rf.8bf1a6ad188343ee584d4d9ec6850370.jpg,640,640,4,258,321,276,374
RAFI_S_19610708_330562664_3_jpg.rf.8bf1a6ad188343ee584d4d9ec6850370.jpg,640,640,4,213,343,234,395
2_1_jpg.rf.8c5b20bf868cad14de09cdb1bfc21f18.jpg,640,640,4,184,397,268,413
2_1_jpg.rf.8c5b20bf868cad14de09cdb1bfc21f18.jpg,640,640,4,178,378,248,394
al-otaibi_m_19800101_63234768_1_jpg.rf.8bc454bfcf7c955d4fca8edfd78baf13.jpg,640,640,4,293,350,413,640
al-otaibi_m_19800101_63234768_1_jpg.rf.8bc454bfcf7c955d4fca8edfd78baf13.jpg,640,640,4,119,304,230,610
al-nughimesh_m_19690101_356990088_1_jpg.rf.8cbac76d13175714adb0d009d07ff49a.jpg,640,640,2,41,91,322,301
AL-DAWARI_F_19640101_64724680_1_jpg.rf.8c997472495c12b4b8db1643d180f63e.jpg,640,640,4,274,29,456,383
AL-DAWARI_F_19640101_64724680_1_jpg.rf.8c997472495c12b4b8db1643d180f63e.jpg,640,640,4,77,0,207,167
35-45-Copy-Copy_jpg.rf.8ce38357df9e8cbc468abee79f3646ea.jpg,640,640,4,410,243,606,457
35-45-Copy-Copy_jpg.rf.8ce38357df9e8cbc468abee79f3646ea.jpg,640,640,4,169,324,333,546
5_8_jpg.rf.8c4b166fd307d567f927c70b15a1ab73.jpg,640,640,4,409,130,559,501
33-2017_2_jpg.rf.8cefa49307d1d9efafbddb659d842c52.jpg,640,640,4,0,130,406,244
8_3_jpg.rf.8d194478e09292a19eede1fc3b092c8a.jpg,640,640,4,0,145,126,469
AL-JARAHALLAH_F_19820101_63680592_1_jpg.rf.8d0144c5998c50a6b7e5c175adb129d6.jpg,640,640,2,140,301,362,629
94-2017_2_jpg.rf.8d8db7eb696a08316562be5758d20fd9.jpg,640,640,4,315,143,507,453
AL-ZAHRANI_S_20070101_57009888_1_jpg.rf.8de5b8dc7a5ac412ecb9880b7c0acf35.jpg,640,640,4,180,126,392,311
AL-SHAMRANI_Z_19750709_56550976__jpg.rf.8d464ddec1352c598c468e35a2ac6bab.jpg,640,640,4,285,294,623,390
1582-X-20180508-163508-XD63RLZ05DKP-4_JPG.rf.8d68b13b87359e1c9b2b40514aba4ec6.jpg,640,640,2,192,319,524,454
Copy-of-103-25-NC-26-RC-_jpg.rf.8da162e56d122ff0d5b4e01d6efefe38.jpg,640,640,4,18,221,290,419
Copy-of-103-25-NC-26-RC-_jpg.rf.8da162e56d122ff0d5b4e01d6efefe38.jpg,640,640,4,0,52,184,241
Al-radhayan_t_19650101_248452240_1_jpg.rf.8de8c1fc525d0256cd86a1b12aa9d20e.jpg,640,640,2,32,385,324,491
Al-radhayan_t_19650101_248452240_1_jpg.rf.8de8c1fc525d0256cd86a1b12aa9d20e.jpg,640,640,2,38,505,344,590
AL-SHUHRI_K_19610101_234496208_1_jpg.rf.8e1c94a849a5e4296a069a9dd7288686.jpg,640,640,4,272,227,590,319
13-2017-_7_jpg.rf.8e2bf81d5d2ee1c8a589c531baad7b90.jpg,640,640,4,362,0,504,315
13-2017-_7_jpg.rf.8e2bf81d5d2ee1c8a589c531baad7b90.jpg,640,640,4,567,36,640,367
R13-1-_jpg.rf.8e3d8879bbac95998329102ff77592f6.jpg,640,640,4,79,243,315,326
R13-1-_jpg.rf.8e3d8879bbac95998329102ff77592f6.jpg,640,640,4,184,447,417,536
